"Anastatoodera","zapiolai","!","Blanchard","Anastatoodera","zapiolai","","Blanchard","",""
"Tineobius","ambatomangae","","(Risbec)","Anastatoidea","ambatomangae","","Risbec","1958","1958"
"Tineobius","beenleighi","","(Girault)","Metapelma","beenleighi","","Girault","1926","1926"
"Tineobius","beenleighi","","(Girault)","Tineobius","beenleighi","","(Girault)","1926","1926"
"Tineobius","beharae","","(Risbec)","Anastatoidea","beharae","","Risbec","1952","1952"
"Tineobius","brachartonae","","(Gahan)","Anastatoidea","brachartonae","","Gahan","1927","1927"
"Tineobius","brachartonae","","(Gahan)","Tineobius","brachartonae","","(Gahan)","1927","1927"
"Tineobius","capensis","","(FerriŠre)","Anastatoidea","capensis","","FerriŠre","1938","1938"
"Tineobius","citri","","Ashmead","Tineobius","citri","","Ashmead","1896","1896"
"Tineobius","columbi","","(Girault)","Anastatoidea","columbi","","(Girault)","1923","1923"
"Tineobius","columbi","","(Girault)","Metapelma","columbi","","Girault","1923","1923"
"Tineobius","columbi","","(Girault)","Tineobius","columbi","","(Girault)","1923","1923"
"Tineobius","crassipes","","(Yoshimoto & Ishii)","Anastatus","crassipes","","Yoshimoto & Ishii","1965","1965"
"Tineobius","crassipes","","(Yoshimoto & Ishii)","Tineobius","crassipes","","(Yoshimoto & Ishii)","1965","1965"
"Tineobius","decoratus","","(FerriŠre)","Anastatoidea","decorata","","FerriŠre","1938","1938"
"Tineobius","decoratus","","(FerriŠre)","Tineobius","decoratus","","(FerriŠre)","1938","1938"
"Tineobius","elongatus","","(Risbec)","Anastatoidea","elongata","","Risbec","1952","1952"
"Tineobius","elongatus","","(Risbec)","Tineobius","elongatus","","(Risbec)","1952","1952"
"Tineobius","facialis","","(Boucek)","Duanellus","facialis","","Boucek","1988","1988"
"Tineobius","facialis","","(Boucek)","Tineobius","facialis","","(Boucek)","1988","1988"
"Tineobius","gonometae","","(FerriŠre)","Anastatoidea","gonometae","","FerriŠre","1938","1938"
"Tineobius","indicus","","(FerriŠre)","Anastatoidea","indica","","FerriŠre","1938","1938"
"Tineobius","indicus","","(FerriŠre)","Tineobius","indicus","","(FerriŠre)","1938","1938"
"Tineobius","jacobsoni","","(FerriŠre)","Anastatoidea","jacobsoni","","FerriŠre","1938","1938"
"Tineobius","jacobsoni","","(FerriŠre)","Duanellus","jacobsoni","","(FerriŠre)","1938","1938"
"Tineobius","jacobsoni","","(FerriŠre)","Tineobius","jacobsoni","","(FerriŠre)","1938","1938"
"Tineobius","lamborni","","(FerriŠre)","Anastatoidea","lamborni","","FerriŠre","1938","1938"
"Tineobius","longfellowi","","(Girault)","Anastatoidea","longfellowi","","(Girault)","1923","1923"
"Tineobius","longfellowi","","(Girault)","Metapelma","longfellowi","","Girault","1923","1923"
"Tineobius","longfellowi","","(Girault)","Tineobius","longfellowi","","(Girault)","1923","1923"
"Tineobius","longicauda","","(FerriŠre)","Anastatoidea","longicauda","","FerriŠre","1938","1938"
"Tineobius","longicauda","","(FerriŠre)","Tineobius","longicauda","","(FerriŠre)","1938","1938"
"Tineobius","montanus","","(FerriŠre)","Anastatoidea","montana","","FerriŠre","1938","1938"
"Tineobius","multicolor","","(Girault)","Australeupelmus","multicolor","","(Girault)","1915","1915"
"Tineobius","multicolor","","(Girault)","Eupelmus","multicolor","","Girault","1915","1915"
"Tineobius","multicolor","","(Girault)","Tineobius","multicolor","","(Girault)","1915","1915"
"Tineobius","nassaui","","(Girault)","Metapelma","nassaui","","Girault","1933","1933"
"Tineobius","nassaui","","(Girault)","Tineobius","nassaui","","(Girault)","1933","1933"
"Tineobius","pennisetae","","(Risbec)","Anastatoidea","pennisetae","","Risbec","1958","1958"
"Tineobius","philippinensis","","(FerriŠre)","Anastatoidea","philippinensis","","FerriŠre","1938","1938"
"Tineobius","rufescens","","(FerriŠre)","Anastatoidea","rufescens","","FerriŠre","1938","1938"
"Tineobius","salomonis","","(FerriŠre)","Anastatoidea","salomonis","","FerriŠre","1938","1938"
"Tineobius","salomonis","","(FerriŠre)","Tineobius","salomonis","","(FerriŠre)","1938","1938"
"Tineobius","seyrigi","","(FerriŠre)","Anastatoidea","seyrigi","","FerriŠre","1936","1936"
"Tineobius","sidneyi","","(Girault)","Metapelma","sidneyi","","Girault","1930","1930"
"Tineobius","sidneyi","","(Girault)","Tineobius","sidneyi","","(Girault)","1930","1930"
"Tineobius","superbus","","(Dodd)","Anastatoidea","superba","","(Dodd)","1917","1917"
"Tineobius","superbus","","(Dodd)","Metapelma","superba","","Dodd","1917","1917"
"Tineobius","superbus","","(Dodd)","Tineobius","superbus","","(Dodd)","1917","1917"
"Uropelma","formosum","","Sharkov","Uropelma","formosum","","Sharkov","1988","1988"
"Xenanastatus","keralicus","","Narendran","Xenanastatus","keralicus","","Narendran","1998","1998"
"Xenanastatus","padus","","Narendran","Xenanastatus","padus","","Narendran","1998","1998"
"Xenanastatus","partisanguineus","","(Girault)","Eupelmus","partisanguineus","","Girault","1923","1923"
"Xenanastatus","partisanguineus","","(Girault)","Xenanastatus","partisanguineus","","(Girault)","1923","1923"
"Zaischnopsis","aenea","","(Yoshimoto & Ishii)","Eupelmus","aeneus","","Yoshimoto & Ishii","1965","1965"
"Zaischnopsis","aenea","","(Yoshimoto & Ishii)","Zaischnopsis","aenea","","(Yoshimoto)","1965","1965"
"Zaischnopsis","albispina","","(Cameron)","Eupelmus","albispina","","Cameron","1884","1884"
"Zaischnopsis","albispina","","(Cameron)","Zaischnopsis","albispina","","(Cameron)","1884","1884"
"Zaischnopsis","albomaculata","","(Ashmead)","Eupelmus","albomaculatus","","Ashmead","1900","1900"
"Zaischnopsis","albomaculata","","(Ashmead)","Zaischnopsis","albomaculata","","(Ashmead)","1900","1900"
"Zaischnopsis","bathericus","","Narendran","Zaischnopsis","bathericus","","Narendran","2007","2007"
"Zaischnopsis","biharensis","","(Narendran)","Anastatus","biharensis","","Narendran","2004","2004"
"Zaischnopsis","biharensis","","(Narendran)","Zaischnopsis","biharensis","","(Narendran)","2004","2004"
"Zaischnopsis","bouceki","","Gibson","Zaischnopsis","bouceki","","Gibson","2005","2005"
"Zaischnopsis","brachystylata","","Gibson","Zaischnopsis","brachystylata","","Gibson","2005","2005"
"Zaischnopsis","coenotea","","Gibson","Zaischnopsis","coenotea","","Gibson","2005","2005"
"Zaischnopsis","cooki","","(Girault)","Anastatus","cooki","","Girault","1919","1919"
"Zaischnopsis","cooki","","(Girault)","Zaischnopsis","cooki","","(Girault)","1919","1919"
"Zaischnopsis","erythrothorax","","Gibson","Zaischnopsis","erythrothorax","","Gibson","2005","2005"
"Zaischnopsis","fascipennis","","(Walker)","Calosoter","bifasciata","","Walker","1872","1862"
"Zaischnopsis","fascipennis","","(Walker)","Calosoter","bifasciatus","","Walker","1872","1862"
"Zaischnopsis","fascipennis","","(Walker)","Eupelmus","fascipennis","","Walker","1872","1872"
"Zaischnopsis","fascipennis","","(Walker)","Zaischnopsis","fascipennis","","(Walker)","1872","1872"
"Zaischnopsis","geniculata","","(Cameron)","Eupelmus","geniculatus","","Cameron","1884","1884"
"Zaischnopsis","geniculata","","(Cameron)","Zaischnopsis","geniculata","","(Cameron)","1884","1884"
"Zaischnopsis","hookeri","","(Girault)","Anastatus","hookeri","","(Girault)","1915","1915"
"Zaischnopsis","hookeri","","(Girault)","Eupelmus","hookeri","","Girault","1915","1915"
"Zaischnopsis","hookeri","","(Girault)","Zaischnopsis","hookeri","","(Girault)","1915","1915"
"Zaischnopsis","intonsiocula","","(Girault)","Anastatus","intonsioculus","","(Girault)","1934","1934"
"Zaischnopsis","intonsiocula","","(Girault)","Eupelmus","intonsioculus","","Girault","1934","1934"
"Zaischnopsis","intonsiocula","","(Girault)","Zaischnopsis","intonsiocula","","(Girault)","1934","1934"
"Zaischnopsis","ivondroi","","(Risbec)","Macreupelmus","ivondroi","","Risbec","1952","1952"
"Zaischnopsis","ivondroi","","(Risbec)","Zaischnopsis","ivondroi","","(Risbec)","1952","1952"
"Zaischnopsis","keralensis","","Narendran","Zaischnopsis","keralensis","","Narendran","2007","2007"
"Zaischnopsis","kraussi","","(Yoshimoto & Ishii)","Anastatus","kraussi","","Yoshimoto & Ishii","1965","1965"
"Zaischnopsis","kraussi","","(Yoshimoto & Ishii)","Zaischnopsis","kraussi","","(Yoshimoto & Ishii)","1965","1965"
"Zaischnopsis","locustae","","(Girault)","Anastatus","locustae","","Girault","1919","1919"
"Zaischnopsis","locustae","","(Girault)","Zaischnopsis","locustae","","(Girault)","1919","1919"
"Zaischnopsis","longiventris","","(Cameron)","Lutnes","longiventris","","Cameron","1884","1884"
"Zaischnopsis","longiventris","","(Cameron)","Zaischnopsis","longiventris","","(Cameron)","1884","1884"
"Zaischnopsis","madagascarensis","","™zdikmen","Anastatus","ivondroi","","(Risbec)","2011","1952"
"Zaischnopsis","madagascarensis","","™zdikmen","Metacalosoter","ivondroi","","Risbec","2011","1952"
"Zaischnopsis","madagascarensis","","™zdikmen","Zaischnopsis","ivondroi","","(Risbec)","2011","1952"
"Zaischnopsis","madagascarensis","","™zdikmen","Zaischnopsis","madagascarensis","","™zdikmen","2011","2011"
"Zaischnopsis","magniscapa","","(Girault)","Anastatus","magniscapus","","Girault","1919","1919"
"Zaischnopsis","magniscapa","","(Girault)","Zaischnopsis","magniscapa","","(Girault)","1919","1919"
"Zaischnopsis","magniscapa","","(Girault)","Zaischnopsis","magniscapus","","(Girault)","1919","1919"
"Zaischnopsis","malgacina","","(Risbec)","Macreupelmus","malgacinus","","Risbec","1952","1952"
"Zaischnopsis","malgacina","","(Risbec)","Zaischnopsis","malgacina","","(Risbec)","1952","1952"
"Zaischnopsis","mampadicus","","Narendran & Girish Kumar","Zaischnopsis","mampadicus","","Narendran & Girish Kumar","2010","2010"
"Zaischnopsis","melanoptera","","(Risbec)","Calosoter","melanoptera","","Risbec","1952","1952"
"Zaischnopsis","melanoptera","","(Risbec)","Polymoria","melanoptera","","(Risbec)","1952","1952"
"Zaischnopsis","melanoptera","","(Risbec)","Zaischnopsis","melanoptera","","(Risbec)","1952","1952"
"Zaischnopsis","melanostylata","","Gibson","Zaischnopsis","melanostylata","","Gibson","2005","2005"
"Zaischnopsis","motschulskini","","(Girault)","Anastatus","motschulskini","","(Girault)","1915","1915"
"Zaischnopsis","motschulskini","","(Girault)","Eupelmus","motschulskini","","Girault","1915","1915"
"Zaischnopsis","motschulskini","","(Girault)","Zaischnopsis","motschulskini","","(Girault)","1915","1915"
"Zaischnopsis","obscurata","","(Masi)","Eupelmoides","obscuratus","","Masi","1917","1917"
"Zaischnopsis","obscurata","","(Masi)","Zaischnopsis","obscurata","","(Masi)","1917","1917"
"Zaischnopsis","obscurata","","(Masi)","Zaischnopsis","obscuratus","","(Masi)","1917","1917"
"Zaischnopsis","octavia","","(Girault)","Anastatus","octavia","","(Girault)","1939","1939"
"Zaischnopsis","octavia","","(Girault)","Eupelmus","octavia","","Girault","1939","1939"
"Zaischnopsis","octavia","","(Girault)","Zaischnopsis","octavia","","(Girault)","1939","1939"
"Zaischnopsis","ophthalmica","","(Ashmead)","Ischnopsis","ophthalmica","","Ashmead","1896","1896"
"Zaischnopsis","ophthalmica","","(Ashmead)","Zaischnopsis","ophthalmica","","(Ashmead)","1896","1896"
"Zaischnopsis","phalaros","","Gibson","Zaischnopsis","phalaros","","Gibson","2005","2005"
"Zaischnopsis","simillima","","(Ashmead)","Eupelmus","simillimus","","Ashmead","1904","1904"
"Zaischnopsis","simillima","","(Ashmead)","Zaischnopsis","simillima","","(Ashmead)","1904","1904"
"Zaischnopsis","simillima","","(Ashmead)","Zaischnopsis","simillimus","","(Ashmead)","1904","1904"
"Zaischnopsis","stom","","Narendran & Girish Kumar","Zaischnopsis","stom","","Narendran & Girish Kumar","2010","2010"
"Zaischnopsis","thoracica","","(Ashmead)","Ischnopsis","thoracicus","","Ashmead","1904","1904"
"Zaischnopsis","thoracica","","(Ashmead)","Zaischnopsis","thoracica","","(Ashmead)","1904","1904"
"Zaischnopsis","thoracica","","(Ashmead)","Zaischnopsis","thoracicus","","(Ashmead)","1904","1904"
"Zaischnopsis","tubatius","","(Walker)","Eupelmus","tubatius","","Walker","1852","1852"
"Zaischnopsis","tubatius","","(Walker)","Zaischnopsis","tubatia","","(Walker)","1852","1852"
"Zaischnopsis","tubatius","","(Walker)","Zaischnopsis","tubatius","","(Walker)","1852","1852"
"Zaischnopsis","unifasciata","","(Ashmead)","Eupelmus","unifasciatus","","Ashmead","1904","1904"
"Zaischnopsis","unifasciata","","(Ashmead)","Zaischnopsis","unifasciata","","(Ashmead)","1904","1904"
"Zaischnopsis","usingeri","","Fullaway","Zaischnopsis","usingeri","","Fullaway","1946","1946"
"Zaischnopsis","viridiceps","","(Yoshimoto & Ishii)","Eupelmus","viridiceps","","Yoshimoto & Ishii","1965","1965"
"Zaischnopsis","viridiceps","","(Yoshimoto & Ishii)","Zaischnopsis","viridiceps","","(Yoshimoto & Ishii)","1965","1965"
"Zaischnopsis","xanthocola","","Gibson","Zaischnopsis","xanthocola","","Gibson","2005","2005"

